date,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity,Mean Humidity,Min Humidity,Max Sea Level PressurehPa,Mean Sea Level PressurehPa,Min Sea Level PressurehPa,Max VisibilityKm,Mean VisibilityKm,Min VisibilitykM,Max Wind SpeedKm h,Mean Wind SpeedKm h,Max Gust SpeedKm h,Precipitationmm,CloudCover,Events,WindDirDegrees
2015-4-20,28,26,23,18,17,15,68,59,49,1020,1019,1017,16,16,16,40,29,58,0,4,,57
2015-4-21,29,26,22,22,18,17,79,64,48,1018,1016,1015,16,16,11,39,24,50,,5,Rain,62
2015-4-22,28,24,19,21,19,18,100,78,55,1016,1015,1014,16,16,16,29,11,37,0,3,,75
2015-4-23,29,25,21,21,20,18,90,73,55,1017,1015,1013,16,15,8,24,8,32,1,6,Rain-Tornado,163
2015-4-24,27,23,20,21,20,18,97,80,62,1016,1015,1014,16,16,14,23,9,29,0,4,,156
2015-4-25,27,24,21,21,21,20,97,84,71,1016,1015,1014,16,16,14,26,17,34,,5,,169
2015-4-26,26,24,22,22,21,20,93,85,76,1017,1015,1014,16,15,3,23,14,29,0,6,Rain,213
2015-4-27,26,23,21,21,18,17,87,73,58,1020,1017,1016,16,16,16,42,20,56,0,4,,34
2015-4-28,26,23,20,20,19,18,97,80,62,1020,1019,1017,16,16,14,37,19,50,1,4,Rain,57
2015-4-29,27,24,21,18,18,17,84,71,58,1020,1019,1017,16,16,16,42,26,58,,4,,60
2015-4-30,27,24,21,19,17,15,84,68,51,1020,1019,1017,16,16,16,42,26,58,0,3,,65
2015-5-1,26,23,19,19,17,15,100,77,54,1019,1018,1016,16,16,14,34,20,45,,4,Rain,56
2015-5-2,27,23,19,17,17,16,87,73,58,1018,1017,1015,16,16,14,39,20,48,0,3,,61
2015-5-3,28,24,21,18,16,14,84,64,43,1017,1016,1014,16,16,14,37,20,47,,3,Rain,64
2015-5-4,29,26,22,20,17,14,90,67,43,1018,1017,1015,16,16,11,42,20,50,1,4,Rain-Tornado,68
2015-5-5,28,24,21,20,18,16,90,72,54,1019,1017,1016,16,16,13,39,19,48,1,4,,61
2015-5-6,28,24,21,18,17,16,79,65,51,1018,1016,1015,16,16,14,37,20,50,,5,Rain,65
2015-5-7,28,25,21,18,17,17,79,65,51,1016,1016,1014,16,16,16,35,20,47,0,4,,58
2015-5-8,26,23,20,21,19,18,100,81,62,1018,1016,1014,16,16,14,39,21,50,4,5,Rain,56
2015-5-9,27,24,21,19,18,17,90,72,54,1019,1017,1016,16,16,16,40,23,50,,5,Rain,61
2015-5-10,28,24,21,18,18,17,79,67,55,1020,1018,1017,16,16,16,45,24,60,0,4,,59
2015-5-11,27,24,22,18,17,15,79,65,51,1020,1019,1017,16,16,16,40,24,53,,5,Rain,57
2015-5-12,28,25,22,17,17,16,73,60,47,1020,1018,1016,16,16,16,37,23,47,0,3,,48
2015-5-13,29,26,22,18,17,15,73,60,46,1019,1017,1016,16,16,16,39,22,53,0,3,,55
2015-5-14,28,24,21,20,18,17,84,71,58,1020,1017,1016,16,16,16,39,20,45,3,4,,63
2015-5-15,28,24,20,18,17,15,84,65,46,1020,1018,1016,16,16,16,32,13,40,0,2,,44
2015-5-16,28,22,16,20,18,13,100,76,51,1020,1019,1017,16,16,16,39,20,53,1,4,,56
2015-5-17,28,25,22,19,18,17,79,69,58,1019,1018,1017,16,16,16,45,23,52,0,3,,58
2015-5-18,29,26,22,18,17,16,73,60,47,1022,1019,1018,16,16,16,37,21,48,0,4,,60
2015-5-19,29,26,22,18,17,16,73,59,44,1021,1020,1019,16,16,16,37,21,47,0,3,,58
2015-5-20,28,21,14,19,18,18,100,78,55,1021,1019,1016,16,16,16,32,18,39,,5,,63
2015-5-21,28,25,22,19,18,17,73,64,54,1016,1014,1013,16,16,16,24,10,29,0,3,,200
2015-5-22,29,25,21,21,19,18,84,71,58,1017,1015,1013,16,16,8,29,10,48,,4,Rain,326
2015-5-23,28,26,22,18,16,14,79,63,47,1019,1017,1016,16,16,16,34,15,45,0,4,,17
2015-5-24,28,25,22,16,15,14,68,57,45,1019,1017,1016,16,16,16,29,11,50,0,6,,12
2015-5-25,28,24,20,17,16,12,76,58,39,1016,1015,1013,16,16,16,23,12,29,0,5,,333
2015-5-26,29,26,22,18,17,14,73,59,45,1015,1014,1013,16,16,11,23,9,27,,6,Rain,354
2015-5-27,28,24,21,19,18,17,78,66,54,1015,1014,1012,16,16,16,24,8,34,0,4,,322
2015-5-28,29,26,22,21,18,17,79,65,51,1016,1014,1013,16,16,16,24,10,29,5,5,,360
2015-5-29,30,26,21,19,18,17,84,65,45,1016,1015,1014,16,16,14,21,9,32,1,3,Rain,352
2015-5-30,31,26,21,20,19,18,84,68,51,1016,1014,1013,16,16,16,34,12,45,0,4,Rain,33
2015-5-31,29,26,22,21,19,19,84,70,55,1016,1015,1013,16,16,16,34,14,42,,5,,42
2015-6-1,31,27,22,22,20,19,100,78,55,1018,1016,1015,16,16,10,37,15,47,9,4,Rain,46
2015-6-2,31,28,24,19,18,16,74,58,42,1018,1017,1016,16,16,16,35,20,45,0,2,,54
2015-6-3,30,27,23,21,20,18,79,67,55,1017,1016,1015,16,16,16,32,14,40,0,4,,45
2015-6-4,31,28,24,21,20,18,82,64,46,1017,1016,1015,16,16,16,32,16,42,0,4,,54
2015-6-5,30,27,23,21,20,19,79,69,59,1017,1016,1015,16,16,16,23,9,27,0,3,,174
2015-6-6,29,26,22,22,21,19,84,75,65,1017,1016,1014,16,16,16,26,11,32,,3,Rain,90
2015-6-7,31,27,23,19,18,16,79,61,42,1018,1016,1015,16,16,16,26,13,35,0,2,,42
2015-6-8,31,27,23,20,18,17,84,64,43,1018,1016,1015,16,16,16,34,17,45,,2,,52
2015-6-9,31,27,23,19,18,17,74,61,48,1017,1016,1014,16,16,13,39,12,47,0,3,Rain,41
2015-6-10,31,27,23,19,18,17,74,61,48,1016,1015,1013,16,16,16,32,15,40,0,3,,45
2015-6-11,31,27,23,19,18,17,74,59,43,1015,1014,1013,16,16,16,34,15,47,0,2,,52
2015-6-12,31,27,22,19,18,17,79,62,45,1015,1014,1013,16,16,16,27,10,37,0,3,,18
2015-6-13,32,27,21,19,18,17,79,61,43,1016,1014,1013,16,16,16,27,11,37,0,4,,27
2015-6-14,32,27,23,20,19,18,79,62,44,1015,1014,1012,16,16,16,27,10,42,0,3,,61
2015-6-15,31,27,23,21,19,18,84,68,51,1016,1014,1012,16,16,16,29,10,37,0,4,,44
2015-6-16,32,28,23,19,18,17,74,59,43,1016,1015,1013,16,16,16,37,18,53,0,4,,53
2015-6-17,32,28,23,21,19,17,87,65,43,1017,1015,1013,16,16,13,35,17,47,,5,Rain,46
2015-6-18,31,28,24,21,19,18,79,63,46,1017,1016,1014,16,16,16,35,19,45,0,5,,54
2015-6-19,32,28,24,21,19,17,76,62,48,1017,1016,1015,16,16,16,35,20,48,0,3,,50
2015-6-20,31,27,23,21,19,18,82,65,48,1017,1016,1015,16,16,14,34,18,50,,5,Rain,43
2015-6-21,31,27,23,20,19,18,74,62,50,1016,1015,1014,16,16,16,35,17,48,0,4,,41
2015-6-22,32,28,23,21,19,18,87,66,44,1016,1015,1014,16,16,16,29,17,42,,3,,47
2015-6-23,31,28,24,21,19,19,74,62,50,1017,1015,1014,16,16,16,35,19,47,,3,Rain,55
2015-6-24,29,27,24,23,21,19,79,69,59,1017,1016,1015,16,14,3,29,15,39,14,5,Rain,51
2015-6-25,32,28,24,21,19,18,74,60,46,1018,1016,1015,16,16,16,37,16,48,,3,Rain,50
2015-6-26,32,28,24,21,19,18,82,66,50,1018,1017,1015,16,16,14,34,14,47,1,4,Rain,43
2015-6-27,32,28,23,21,20,19,79,63,47,1017,1016,1014,16,16,16,32,13,40,0,3,,35
2015-6-28,29,27,24,23,21,19,82,71,59,1016,1015,1014,16,16,16,21,8,27,0,5,Rain,39
2015-6-29,31,27,23,23,22,21,94,78,61,1016,1014,1013,16,16,16,21,10,27,0,3,,184
2015-6-30,30,27,23,23,21,19,84,70,55,1015,1014,1012,16,16,16,21,9,27,0,2,,202
2015-7-1,31,27,23,22,21,19,87,73,58,1013,1012,1011,16,16,16,21,8,26,0,2,,227
2015-7-2,32,28,23,22,21,19,76,63,50,1014,1012,1011,16,16,16,19,9,26,0,2,,218
2015-7-3,33,29,26,23,21,19,79,63,47,1014,1013,1011,16,16,16,27,11,37,0,4,,68
2015-7-4,32,28,23,21,20,19,82,65,47,1016,1014,1013,16,16,16,27,13,42,0,3,,53
2015-7-5,32,28,24,21,19,18,79,63,46,1016,1014,1013,16,16,13,27,14,39,0,3,,42
2015-7-6,32,28,25,20,19,18,74,60,46,1016,1015,1014,16,16,16,34,15,48,0,4,,52
2015-7-7,32,28,24,23,20,19,76,63,50,1016,1015,1014,16,16,16,39,22,47,,4,Rain,45
2015-7-8,33,29,26,22,21,20,79,65,50,1016,1015,1014,16,16,14,39,23,50,,4,Rain,57
2015-7-9,32,29,26,22,20,19,71,61,50,1015,1014,1013,16,16,16,37,20,45,,3,,41
2015-7-10,32,28,25,24,22,22,88,74,59,1015,1014,1013,16,15,10,37,15,42,10,5,Rain,56
2015-7-11,32,29,26,24,23,22,85,72,59,1016,1014,1013,16,16,8,26,11,40,,6,Rain,17
2015-7-12,31,28,26,26,24,22,91,80,68,1015,1014,1013,16,15,10,19,6,23,4,5,Rain,56
2015-7-13,32,29,26,24,22,19,91,69,47,1015,1014,1013,16,14,4,40,16,48,3,5,Rain,59
2015-7-14,32,29,26,23,21,21,79,66,52,1015,1014,1013,16,16,13,39,20,47,1,4,Rain,56
2015-7-15,32,29,25,22,21,19,79,63,47,1015,1014,1013,16,16,16,35,18,48,0,3,,55
2015-7-16,33,29,26,24,23,21,79,71,63,1017,1014,1013,16,16,16,26,13,34,,5,Rain,53
2015-7-17,32,29,26,24,23,21,85,72,59,1017,1016,1015,16,14,3,29,10,37,16,5,Rain,72
2015-7-18,32,29,26,21,19,18,74,62,50,1017,1015,1014,16,16,16,32,16,40,0,4,Rain,40
2015-7-19,32,28,24,21,19,17,82,63,43,1015,1014,1013,16,16,16,29,13,39,,3,,27
2015-7-20,32,28,23,21,19,18,79,63,46,1014,1013,1012,16,16,16,34,10,42,0,3,,37
2015-7-21,33,29,26,21,20,17,74,58,41,1015,1013,1012,16,16,16,32,16,40,0,4,,58
2015-7-22,32,28,23,23,21,20,94,72,50,1016,1014,1013,16,16,14,34,15,40,13,5,Rain,65
2015-7-23,32,29,26,21,20,18,74,61,47,1016,1015,1014,16,16,16,37,15,47,0,3,,50
2015-7-24,33,29,26,21,20,19,74,61,47,1016,1015,1014,16,16,16,37,21,50,0,4,,60
2015-7-25,33,28,24,21,20,19,79,63,47,1016,1015,1013,16,16,16,23,11,34,0,3,,19
2015-7-26,31,27,23,23,21,20,87,72,57,1015,1014,1013,16,16,16,24,10,29,0,3,,48
2015-7-27,33,29,25,22,21,20,74,63,52,1015,1014,1013,16,16,16,32,13,40,,3,,71
2015-7-28,33,29,25,23,22,21,82,67,52,1015,1013,1012,16,16,16,32,16,39,0,5,,73
2015-7-29,32,29,25,22,21,20,79,65,50,1015,1014,1012,16,16,16,37,19,45,0,3,,64
2015-7-30,33,29,26,22,21,19,79,64,49,1016,1014,1013,16,16,16,35,20,42,0,3,,60
2015-7-31,33,29,26,22,21,20,79,65,50,1016,1015,1013,16,16,14,40,24,52,,4,Rain,62
2015-8-1,32,29,26,21,20,19,74,61,47,1015,1014,1012,16,16,14,39,21,52,,3,,53
2015-8-2,32,29,26,21,19,19,71,59,47,1013,1012,1011,16,16,16,40,21,52,0,2,,46
2015-8-3,33,29,26,21,19,17,71,56,41,1013,1012,1010,16,16,16,39,18,50,0,3,,35
